Coordinates,County,State,Latitude,Longitude,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,ZIP,Population (2020 census),Area (mi^2),Density (Population/mi^2),"Total Population Change, Annual Change, July 1, 2021 to July 1, 2022","Total Population Change, Cumulative Change, April 1, 2020 to July 1, 2022",Population Change Percent 2021-2022,"Assault crimes per 1,000","Robbery crimes per 1,000","Rape crimes per 1,000","Murder crimes per 1,000","Theft crimes per 1,000","Vehicle_Theft crimes per 1,000","Burglary crimes per 1,000","Arson crimes per 1,000","Kidnapping crimes per 1,000","Drug_Crimes crimes per 1,000","Vandalism crimes per 1,000","Identity_Theft crimes per 1,000","Animal_Cruelty crimes per 1,000","Total_Violent_Crime_Value crimes per 1,000",Total_Violent_Crime_Grade,"Total_Property_Crime_Value crimes per 1,000",Total_Property_Crime_Grade,Total_Other_Rate_Value,Total_Other_Rate_Grade,Median Home Price Q1 2023,Monthly Payment Q1 2023,Monthly Payment Q1 2022,Percent Change in Monthly Payment,Average_S8_Rent,S8 rent - Mortgage Payment,Landlord Friendly,Investment_Score,Investment Rank,S8 rent - Mortgage Payment_log_transformed,"Total_Violent_Crime_Value crimes per 1,000_log_transformed",Population (2020 census)_log_transformed
"38.4164943803, -88.053300973",Edwards County,IL,38.41649438,-88.05330097,531,651,774,1017,1318,62476,6245,222,28.131,-15,-176,-0.24,3.955,1.421,0.4727,0.0446,19.79,0.1749,5.152,0.1838,0.9543,0.7233,1.827,0.8395,0.0525,5.893,D-,25.3,D-,4.396,A,101089,567,392,44.643,858.2,291.2,Landlord Friendly,9.013347079,75,8.687846943,2.006736431,8.781248333
"40.597165174, -88.2232738465",Ford County,IL,40.59716517,-88.22327385,595,607,792,964,1064,60952,13534,485,27.905,-242,-282,-1.788,2.34,0.3223,0.4535,0.0387,11.43,0.153,6.546,0.075,0.0625,1.31,1.581,1.239,0.0847,3.155,C,18.2,D+,4.277,A,117971,662,484,36.777,804.4,142.4,Landlord Friendly,8.817034714,291,8.66243574,1.547775252,9.532423871
"37.7627564124, -88.230465738",Gallatin County,IL,37.76275641,-88.23046574,531,661,774,1044,1080,62934,4946,322,15.36,-52,-93,-1.051,1.761,1.211,0.4685,0.0396,5.853,0.2098,5.139,0.1244,1.491,0.7994,3.926,0.9372,0.0196,3.48,C-,11.33,B-,7.173,B-,91314,512,370,38.378,818,306,Landlord Friendly,8.997938869,81,8.69033945,1.614624439,8.558718938
"41.2851032069, -88.4184956524",Grundy County,IL,41.28510321,-88.41849565,848,947,1247,1596,1675,60416,52533,418,125.677,112,497,0.213,0.9564,0.6691,0.4262,0.037,6.876,0.1262,1.97,0.049,0.024,1.13,3.373,1.131,0.0169,2.089,B+,9.02,B+,5.675,B+,256309,1438,977,47.185,1262.6,-175.4,Landlord Friendly,8.608666465,530,8.605899797,1.290609111,10.87424753
"40.8181139287, -90.925108658",Henderson County,IL,40.81811393,-90.92510866,579,668,774,1076,1080,61469,6387,378,16.897,-153,-234,-2.395,1.015,2.1,0.4754,0.0388,6.891,0.1414,6.489,0.1562,0.0517,1.177,22.54,1.29,0.0791,3.63,C-,13.68,C-,25.14,F,105023,589,415,41.928,835.4,246.4,Landlord Friendly,8.869193048,218,8.680263969,1.644032557,8.80282316
"40.7472371326, -87.8242979012",Iroquois County,IL,40.74723713,-87.8242979,584,588,774,998,1042,60970,27077,1117,24.241,-288,-606,-1.064,2.425,0.7979,0.4652,0.108,9.436,0.4347,6.675,0.1127,0.089,2.727,9.129,1.005,0.0756,3.796,D+,16.66,D+,13.03,D,133157,747,519,43.931,797.2,50.2,Landlord Friendly,8.772338087,362,8.646360073,1.675600115,10.21621583
"39.0855054887, -90.3565282985",Jersey County,IL,39.08550549,-90.3565283,748,795,999,1294,1512,62063,21512,369,58.298,-124,-274,-0.576,1.461,0.2479,0.4338,0.0465,5.381,0.1942,3.202,0.3008,0.0513,0.3326,4.371,0.9568,0.0421,2.189,B,9.079,B+,5.754,B+,181049,1016,741,37.112,1069.6,53.6,Landlord Friendly,8.781972841,347,8.646957497,1.317747819,9.988655565
"42.3658182043, -90.2125952059",Jo Daviess County,IL,42.3658182,-90.21259521,578,644,774,979,1040,61048,22035,600,36.725,-174,-284,-0.79,1.586,0.2633,0.4363,0.0385,4.134,0.1343,3.697,0.0379,0.095,3.496,5.033,1.097,0.0567,2.324,B,8.003,A,9.778,C-,189900,1066,756,41.005,803,-263,Landlord Friendly,8.51475065,638,8.589737084,1.353254507,10.0123868
"41.9388566679, -88.4286377038",Kane County,IL,41.93885667,-88.4286377,1158,1255,1440,1827,2172,60120,516522,519,995.225,-2001,-2338,-0.387,1.445,0.7277,0.463,0.0383,10.24,8.638,2.315,0.0961,0.1274,1.328,4.703,1.209,0.0141,2.674,C+,21.29,D,7.382,B-,337802,1896,1220,55.41,1570.4,-325.6,Landlord Friendly,8.544519839,600,8.578024851,1.439835128,13.15538801
"41.1377184724, -87.8618317846",Kankakee County,IL,41.13771847,-87.86183178,715,813,1070,1458,1541,60941,107502,676,159.027,-578,-1434,-0.538,1.269,0.3404,0.4263,0.0371,17.17,0.3762,2.44,0.0534,0.0235,1.274,3.937,1.295,0.039,2.073,B+,20.04,D,6.569,B,199170,1118,810,38.025,1119.4,1.4,Landlord Friendly,8.751801161,392,8.637745722,1.286197745,11.58773605
"41.590577647, -88.4287883539",Kendall County,IL,41.59057765,-88.42878835,1085,1092,1438,2044,2075,60545,131869,320,412.091,2306,5386,1.749,0.935,0.4798,0.4293,0.0378,6.235,0.1726,1.847,0.0569,0.0268,1.128,5.169,1.124,0.0054,1.882,A-,8.311,A-,7.454,B-,332007,1863,1165,59.914,1546.8,-316.2,Landlord Friendly,8.573658757,577,8.579792333,1.231977001,11.79157941
"40.9318279821, -90.2132382621",Knox County,IL,40.93182798,-90.21323826,547,588,774,1012,1040,61488,49967,716,69.786,-707,-1331,-1.415,2.469,0.092,0.4417,0.0382,8.479,0.1343,4.255,0.0446,0.0322,1.71,1.812,1.095,0.0565,3.04,C,12.91,C,4.705,A-,102877,577,405,42.469,792.2,215.2,Landlord Friendly,8.912578722,166,8.674948794,1.523008184,10.82442746
"40.8915578871, -88.5577158078",Livingston County,IL,40.89155789,-88.55771581,630,644,834,1098,1139,61739,35815,1043,34.338,-220,-295,-0.614,1.796,0.73,0.4402,0.0419,6.482,0.272,3.403,0.0491,0.0273,1.073,2.781,1.269,0.053,3.008,C,10.21,B,5.204,A-,136971,769,552,39.312,869,100,Landlord Friendly,8.839143841,254,8.655075107,1.516005968,10.49352169
"39.2610229552, -89.924455051",Macoupin County,IL,39.26102296,-89.92445505,584,588,774,1029,1147,62056,44967,386,116.495,-300,-722,-0.667,2.579,0.4096,0.4626,0.0729,6.89,0.3467,4.756,0.3522,0.0602,1.054,3.956,0.9871,0.1582,3.524,C-,12.34,C+,6.216,B,127930,718,512,40.234,824.4,106.4,Landlord Friendly,8.854317368,234,8.656189623,1.623340818,10.71958219
"40.2396222297, -89.9168137955",Mason County,IL,40.23962223,-89.9168138,531,629,774,980,1057,62617,13086,603,21.701,-111,-343,-0.848,1.695,2.436,0.4686,0.0518,65,0.1535,5.856,0.252,0.0197,4.014,6.74,1.329,0.0469,4.652,D,71.26,F,12.15,D,102758,577,424,36.085,794.2,217.2,Landlord Friendly,8.927858737,148,8.675290359,1.824226659,9.499421465
"37.2190501994, -88.7077397007",Massac County,IL,37.2190502,-88.7077397,539,662,806,1093,1125,62956,14169,1183,11.977,-70,-280,-0.494,1.346,1.027,0.4845,0.0412,5.631,0.2199,4.731,0.0836,0.0253,0.6035,6.746,0.8159,0.0489,2.898,C+,10.67,B-,8.239,C+,112057,629,428,46.963,845,216,Landlord Friendly,8.948145546,125,8.675085434,1.491554872,9.577411092
"40.4562312432, -90.6778776624",McDonough County,IL,40.45623124,-90.67787766,545,650,794,1078,1232,61438,27238,580,46.962,13,-376,0.048,1.719,0.4773,0.4341,0.0396,8.976,0.1237,3.558,0.036,0.1314,0.9949,5.458,1.272,0.0652,2.67,C+,12.69,C,7.921,C+,106096,595,444,34.009,859.8,264.8,Landlord Friendly,9.025754503,69,8.683385366,1.438886811,10.22208673
"42.3243507876, -88.4524199255",McHenry County,IL,42.32435079,-88.45241993,1158,1255,1440,1827,2172,60142,310229,862,359.894,155,1520,0.05,0.5922,1.025,0.4112,0.0402,3.292,0.1649,0.8634,0.0915,0.0252,0.9572,1.42,1.101,0.005,2.069,B+,4.412,A+,3.508,A+,311121,1746,1253,39.346,1570.4,-175.6,Landlord Friendly,8.61569006,522,8.605863192,1.285091856,12.64592308
"40.4908916187, -88.847324278",McLean County,IL,40.49089162,-88.84732428,698,793,987,1394,1583,61761,170954,1186,144.143,-49,166,-0.029,1.542,3.628,0.5335,0.3925,23.34,0.5792,12.33,0.0726,0.1037,0.9039,4.362,1.398,0.0247,6.095,D-,36.33,D-,6.792,B-,241358,1354,837,61.768,1091,-263,Landlord Friendly,8.530250867,618,8.589737084,2.033528485,12.05070456
"40.0274157084, -89.8021776433",Menard County,IL,40.02741571,-89.80217764,609,741,911,1194,1254,62675,12297,314,39.162,-63,-175,-0.512,2.191,1.444,0.438,0.0375,16.06,0.3131,4.521,0.1269,0.0461,1.263,8.604,0.978,0.0688,4.11,D,21.02,D,10.96,D+,184755,1037,725,43.034,941.8,-95.2,Landlord Friendly,8.65421029,484,8.620471541,1.732716929,9.438511265
"41.2053450175, -90.7413938887",Mercer County,IL,41.20534502,-90.74139389,606,733,906,1193,1353,61272,15699,561,27.984,-64,-190,-0.408,2.06,1.824,0.4398,0.0736,4.968,0.1478,4.137,0.1246,0.1904,0.5831,2.326,1.108,0.0232,4.397,D,9.377,B+,4.23,A,139007,780,527,48.008,958.2,178.2,Landlord Friendly,8.900218985,182,8.668608706,1.782214056,9.678154105
"39.6414721595, -88.6192951938",Moultrie County,IL,39.64147216,-88.61929519,531,589,774,1100,1227,61951,14526,335,43.361,-186,-200,-1.28,2.156,0.3885,0.4677,0.0387,6.52,0.2753,4.029,0.0962,0.0396,1.958,5.842,0.9571,0.0583,3.051,C,10.92,B-,8.854,C,128865,723,524,37.977,844.2,121.2,Landlord Friendly,8.823376982,277,8.658762196,1.525403917,9.601841773
"42.0425663561, -89.3207266558",Ogle County,IL,42.04256636,-89.32072666,611,657,865,1101,1162,61052,51788,758,68.322,-123,-437,-0.238,1.573,0.064,0.4178,0.0515,3.525,0.1296,2.041,0.1059,0.0053,1.8,3.366,1.095,0.018,2.107,B+,5.801,A+,6.284,B,186205,1045,728,43.544,879.2,-165.8,Landlord Friendly,8.630429554,513,8.607655275,1.295548748,10.86003692
"40.7880635936, -89.7599800409",Peoria County,IL,40.78806359,-89.75998004,639,707,896,1164,1211,61526,181830,618,294.223,-1381,-3450,-0.76,1.517,0.0665,0.4114,0.037,4.105,0.1591,2.161,0.0593,0.076,0.2861,3.109,0.946,0.0177,2.032,B+,6.484,A+,4.435,A,158463,889,614,44.788,923.4,34.4,Landlord Friendly,8.814078984,296,8.643579116,1.274803985,12.1122893
"40.0103527451, -88.5910866502",Piatt County,IL,40.01035275,-88.59108665,866,871,1030,1335,1384,61856,16673,439,37.979,-58,51,-0.348,1.603,0.8772,0.4218,0.0381,5.839,0.2879,2.851,0.0653,0.0536,3.74,5.732,0.9637,0.1394,2.941,C,9.043,B+,10.63,C-,177190,994,702,41.595,1097.2,103.2,Landlord Friendly,8.828989757,270,8.65563252,1.501184327,9.737373935
"38.7123597006, -88.0851335477",Richland County,IL,38.7123597,-88.08513355,557,685,774,1063,1204,62421,15813,360,43.925,-250,-365,-1.581,1.746,0.8503,0.4626,0.0373,5.325,0.1459,2.674,0.0708,0.0221,2.479,3.909,0.7578,0.0189,3.096,C,8.216,A-,7.187,B-,107288,602,430,40,856.6,254.6,Landlord Friendly,8.924936152,153,8.68165623,1.535145308,9.685269352
"39.7581742368, -89.6589101835",Sangamon County,IL,39.75817424,-89.65891018,609,741,911,1194,1254,62701,196343,437,449.297,-888,-1804,-0.452,8.187,5.541,0.616,0.0561,36.94,0.7421,11.39,0.3011,1.166,2.205,19.59,1.518,0.0897,14.4,F,49.38,F,24.57,F,184874,1037,699,48.355,941.8,-95.2,Landlord Friendly,8.66797615,470,8.620471541,2.769208014,12.18897226
"40.1580424715, -90.6150952137",Schuyler County,IL,40.15804247,-90.61509521,531,671,774,943,1315,62319,6902,250,27.608,-76,-156,-1.101,1.737,0.7622,0.4637,0.1235,7.545,0.1794,6.532,0.0971,0.0976,9.966,3.479,1.239,0.0692,3.087,C,14.35,C-,14.85,D-,121116,680,469,44.989,846.8,166.8,Landlord Friendly,8.870991719,214,8.666647145,1.533204606,8.877381955
"41.0933920308, -89.7974473885",Stark County,IL,41.09339203,-89.79744739,639,707,896,1164,1211,61421,5400,288,18.75,49,-60,0.907,1.302,0.378,0.4523,0.0398,43.61,0.1835,3.842,0.0579,0.0664,0.6354,6.135,1.022,0.0957,2.172,B+,47.69,F,7.954,C+,102307,574,416,37.981,923.4,349.4,Landlord Friendly,9.138101639,19,8.697612941,1.313185889,8.64223868
"42.3518291045, -89.6622542939",Stephenson County,IL,42.3518291,-89.66225429,522,588,774,985,1165,61089,44630,564,79.131,-444,-996,-0.995,1.886,0.4082,0.4361,0.0392,4.799,0.1389,3.977,0.0344,0.1195,4.774,4.072,1.097,0.0601,2.769,C+,8.949,B+,10.12,C-,123858,695,482,44.191,806.8,111.8,Landlord Friendly,8.843089394,248,8.657129032,1.462097325,10.71210398
"40.5075329902, -89.5134035348",Tazewell County,IL,40.50753299,-89.51340353,639,707,896,1164,1211,61611,131343,646,203.317,-652,-1423,-0.496,2.066,0.7789,0.4389,0.0381,6.682,0.2312,3.468,0.1185,0.038,1.621,4.158,1.013,0.0463,3.322,C-,10.5,B,6.877,B-,180008,1010,677,49.188,923.4,-86.6,Landlord Friendly,8.698637326,439,8.622021566,1.582683175,11.78759068
"40.183401621, -87.732815214",Vermilion County,IL,40.18340162,-87.73281521,646,667,878,1112,1179,61831,74188,898,82.615,-926,-1862,-1.248,1.051,0.2053,0.4227,0.0488,5.768,0.1226,3.07,0.1837,0.0345,1.541,6.527,1.418,0.0221,1.728,A,9.144,B+,9.542,C,86714,487,501,-2.794,896.4,409.4,Landlord Friendly,9.094024377,28,8.707582119,1.186012479,11.21793676
"38.4461016023, -87.8442748908",Wabash County,IL,38.4461016,-87.84427489,547,621,818,1084,1142,62863,11361,223,50.946,-123,-274,-1.083,2.262,1.094,0.4509,0.0403,14.12,0.2552,4.998,0.2302,0.2116,4.449,7.684,0.9107,0.0878,3.847,D+,19.6,D,13.34,D,99301,557,392,42.092,842.4,285.4,Landlord Friendly,8.977634418,99,8.686868453,1.685101816,9.361085259
"41.7562548803, -89.9141029918",Whiteside County,IL,41.75625488,-89.91410299,557,628,826,1005,1110,61081,55691,684,81.42,-684,-1033,-1.228,2.295,0.7376,0.4526,0.0393,11.41,0.1816,4.989,0.0636,0.1035,2.387,7.572,1.147,0.0223,3.524,C-,16.65,D+,11.23,D+,130653,733,522,40.421,825.2,92.2,Landlord Friendly,8.808276597,302,8.653715108,1.623340818,10.93233882
"41.4450504457, -87.9786458597",Will County,IL,41.44505045,-87.97864586,1158,1255,1440,1827,2172,60408,696355,835,833.958,-1228,395,-0.176,1.882,0.6762,0.4283,0.0378,7.388,0.1272,2.324,0.0545,0.0257,0.8542,4.018,1.152,0.0476,3.024,C,9.893,B,6.098,B,328747,1845,1268,45.505,1570.4,-274.6,Landlord Friendly,8.600189773,540,8.587577095,1.519513205,13.45399678
"37.7302529228, -88.9299244512",Williamson County,IL,37.73025292,-88.92992445,672,676,890,1182,1479,62951,67153,420,159.888,-248,-459,-0.369,3.909,1.413,0.461,0.0376,12.38,0.2814,5.295,0.1095,0.0439,1.904,4.771,0.7431,0.0651,5.82,D-,18.06,D+,7.527,C+,161171,904,546,65.568,979.8,75.8,Landlord Friendly,8.820444534,281,8.650849576,1.996874818,11.11868216
"42.3362603021, -89.1608658488",Winnebago County,IL,42.3362603,-89.16086585,625,710,935,1262,1309,61080,285350,513,556.238,-1371,-3162,-0.48,1.853,0.2659,0.4458,0.0377,7.077,0.1985,3.429,0.0671,0.0353,1.683,4.548,1.129,0.0331,2.603,B-,10.77,B-,7.429,B-,180668,1014,688,47.384,968.2,-45.8,Landlord Friendly,8.788397744,337,8.62934261,1.422867341,12.56240353
"40.7882358798, -89.2111061648",Woodford County,IL,40.78823588,-89.21110616,639,707,896,1164,1211,61771,38467,527,72.992,-82,-322,-0.213,2.827,0.5273,0.4275,0.0968,6.681,0.1247,3.122,0.0519,0.0207,1.033,3.338,1.261,0.0214,3.878,D+,9.98,B,5.673,B+,202494,1136,813,39.729,923.4,-212.6,Landlord Friendly,8.574937052,574,8.599068066,1.690833551,10.56444723
"41.0908708811, -85.0665620402",Allen County,IN,41.09087088,-85.06656204,658,743,911,1161,1266,46825,385410,657,586.621,2337,6038,0.606,1.615,0.6635,0.3502,0.0462,2.788,2.572,3.07,0.0356,0.0678,1.563,8.422,1.316,0.0161,2.675,B-,8.465,C-,11.38,D,232174,1303,759,71.673,947.8,-355.2,Landlord Friendly,8.585810067,557,8.572438666,1.440072067,12.86275292
"39.2059705721, -85.8976029732",Bartholomew County,IN,39.20597057,-85.89760297,899,919,1038,1373,1516,47203,82208,407,201.985,810,1322,0.985,1.585,3.616,0.3354,0.046,2.857,1.239,2.734,0.0567,0.0556,1.248,4.388,1.156,0.0247,5.582,D-,6.886,B-,6.873,C,247657,1390,831,67.268,1149,-241,Landlord Friendly,8.598462547,543,8.593820844,1.96403069,11.32023837
"40.473600561, -85.3248199236",Blackford County,IN,40.47360056,-85.32481992,576,727,826,1056,1351,47338,12112,165,73.406,-137,-196,-1.131,2.271,2.085,0.3399,0.046,2.302,1.324,4.699,0.0444,0.0525,1.348,4.264,0.9667,0.037,4.742,D-,8.368,C-,6.669,C+,103591,581,380,52.895,907.2,326.2,Landlord Friendly,9.002040203,79,8.69373139,1.838643055,9.423675982
"38.7024099657, -87.0720684602",Daviess County,IN,38.70240997,-87.07206846,645,649,854,1073,1147,47519,33381,429,77.811,37,27,0.111,1.541,0.2565,0.3733,0.0464,2.693,1.394,5.722,0.0331,0.172,0.4053,4.296,0.8224,0.0343,2.217,B,9.841,D+,5.73,B-,200002,1122,722,55.402,873.6,-248.4,Landlord Friendly,8.574703905,575,8.592449076,1.325216512,10.42367918
"39.1451918976, -84.973258532",Dearborn County,IN,39.1451919,-84.97325853,731,839,1093,1464,1645,47060,50679,305,166.161,192,458,0.379,1.162,0.2517,0.3244,0.0579,16,1.298,2.571,0.0569,0.0313,0.3655,4.548,1.048,0.0066,1.796,A-,19.92,F,5.999,B-,232258,1303,905,43.978,1154.4,-148.6,Landlord Friendly,8.659800763,479,8.610792818,1.20656943,10.8385019
"40.2275253191, -85.3968993017",Delaware County,IN,40.22752532,-85.3968993,643,693,851,1148,1203,47303,111903,392,285.467,50,122,0.045,2.95,1.084,0.3951,0.1026,4.744,2.21,14.36,0.0596,0.0936,2.645,6.082,1.034,0.0282,4.532,D,21.38,F,9.884,D,142373,799,521,53.359,907.6,108.6,Landlord Friendly,8.905338342,175,8.656572452,1.804675694,11.62776194
"38.3642764332, -86.8798021177",Dubois County,IN,38.36427643,-86.87980212,576,628,826,1094,1407,47541,43637,427,102.194,7,-3,0.016,0.8272,0.0354,0.3305,0.0452,1.2,0.9195,3.451,0.0294,0.0314,0.5562,4.866,0.7334,0.0188,1.238,A+,5.601,A-,6.206,C+,216412,1214,839,44.696,906.2,-307.8,Landlord Friendly,8.521318473,630,8.581369147,1.023888742,10.68973793
"41.5973844823, -85.8587552785",Elkhart County,IN,41.59738448,-85.85875528,734,770,986,1261,1325,46514,207047,463,447.186,-176,-164,-0.085,1.837,0.7329,0.3508,0.0477,3.517,1.549,3.904,0.0178,0.0342,0.9907,6.511,1.13,0.0297,2.968,C+,8.988,D+,8.695,D+,227681,1278,933,36.977,1015.2,-262.8,Landlord Friendly,8.588749603,555,8.589774284,1.507183678,12.24198501
"40.1208707645, -87.2419916982",Fountain County,IN,40.12087076,-87.2419917,576,645,826,1025,1242,47990,16479,396,41.614,108,100,0.655,2.765,1.343,0.3552,0.1607,2.325,1.073,3.957,0.0845,0.0492,1.603,4.332,1.28,0.034,4.624,D-,7.439,C+,7.299,C,142822,801,556,44.065,862.8,61.8,Landlord Friendly,8.865105318,224,8.648396877,1.819698838,9.725854985
"38.311825371, -87.584594368",Gibson County,IN,38.31182537,-87.58459437,690,694,826,1105,1110,47666,33011,487,67.784,39,-24,0.118,1.557,0.0872,0.3477,0.0466,1.664,1.148,4.047,0.0642,0.0799,2.08,4.328,0.8615,0.0309,2.039,B+,6.923,B-,7.38,C,170464,957,641,49.298,885,-72,Landlord Friendly,8.731470331,408,8.624647514,1.276758474,10.41262175
"38.1951228784, -86.1113109452",Harrison County,IN,38.19512288,-86.11131095,776,876,1052,1395,1602,47161,39654,485,81.761,34,202,0.086,2.013,0.2762,0.3405,0.0468,6.999,1.28,3.472,0.0454,0.0887,1.074,1.894,0.8285,0.0265,2.677,B-,11.8,D,3.911,A-,210122,1179,809,45.735,1140.2,-38.8,Landlord Friendly,8.728999201,410,8.630593303,1.440545776,10.59463273
"39.769517371, -86.5099758786",Hendricks County,IN,39.76951737,-86.50997588,771,897,1065,1397,1671,46118,174788,407,429.455,2979,7742,1.704,1.237,0.0502,0.329,0.1056,1.745,0.982,2.003,0.0253,0.043,0.4722,1.536,0.9489,0.0167,1.722,A,4.756,A+,3.017,A+,345691,1940,1157,67.675,1160.2,-779.8,Landlord Friendly,8.207835578,974,8.488670252,1.184178177,12.07284978
"40.8292399575, -85.4881722777",Huntington County,IN,40.82923996,-85.48817228,558,666,826,1049,1269,46783,36662,383,95.723,42,164,0.115,0.9374,0.9414,0.3204,0.0452,1.103,1.518,1.843,0.0619,0.0446,0.5652,3.892,1.275,0.0101,2.244,B,4.525,A+,5.787,B-,145258,815,564,44.504,873.6,58.6,Landlord Friendly,8.851767897,239,8.647835414,1.332366019,10.51672535
"40.4379183725, -85.0056353252",Jay County,IN,40.43791837,-85.00563533,576,628,826,1042,1110,47371,20478,384,53.328,-111,-280,-0.542,2.617,1.66,0.3536,0.0478,3.136,1.794,4.741,0.0436,0.0501,1.901,5.702,0.9862,0.067,4.678,D-,9.714,D+,8.706,D+,123206,691,469,47.335,836.4,145.4,Landlord Friendly,8.879351441,203,8.662954493,1.828412787,9.940012327
"38.9969300555, -85.6280646001",Jennings County,IN,38.99693006,-85.6280646,631,635,836,1152,1394,47227,27613,377,73.244,29,-78,0.105,1.72,0.0767,0.3391,0.0452,1.618,1.118,3.307,0.0317,0.047,1.58,4.644,1.006,0.0215,2.181,B+,6.074,B+,7.299,C,149104,837,573,46.073,929.6,92.6,Landlord Friendly,8.872230936,213,8.653784897,1.31560362,10.235629
"41.244097338, -85.8607176828",Kosciusko County,IN,41.24409734,-85.86071768,623,763,893,1107,1255,46539,80240,531,151.111,503,579,0.627,3.006,1.319,0.3849,0.1394,11.88,1.255,4.868,0.0289,0.0338,1.175,6.093,1.107,0.0422,4.849,D-,18.03,D-,8.451,D+,231028,1297,793,63.556,928.2,-368.8,Landlord Friendly,8.488070465,657,8.56986154,1.855516435,11.29608699
"41.6426062358, -85.4264979093",LaGrange County,IN,41.64260624,-85.42649791,578,630,829,1143,1150,46565,40446,380,106.437,328,422,0.811,1.66,2.216,0.528,0.0611,1.481,1.88,8.788,0.0481,0.2808,0.459,4.228,1.135,0.0975,4.465,D,12.2,D,6.2,C+,267438,1501,1005,49.353,866,-635,Landlord Friendly,8.26010803,904,8.518032839,1.793591124,10.61427817
"41.5490215572, -86.7423662187",LaPorte County,IN,41.54902156,-86.74236622,626,754,936,1214,1346,46574,112417,598,187.988,-811,-747,-0.721,1.749,0.6877,0.3412,0.0454,1.772,1.107,4.324,0.0134,0.0204,1.21,4.46,0.9769,0.035,2.824,C+,7.217,C+,6.702,C+,214333,1203,835,44.072,975.2,-227.8,Landlord Friendly,8.553159023,594,8.596263118,1.474763009,11.63233385
"40.7695040098, -86.0450230743",Miami County,IN,40.76950401,-86.04502307,576,669,826,1092,1360,46910,35962,374,96.155,-358,-298,-0.995,2.62,2.008,0.3406,0.0468,1.827,1.531,5.269,0.0172,0.0249,4.663,9.834,0.9559,0.0288,5.016,D-,8.644,C-,15.51,F,125514,704,470,49.787,904.6,200.6,Landlord Friendly,8.900805359,181,8.672451829,1.881295435,10.49758758
"41.3985995057, -85.4174667322",Noble County,IN,41.39859951,-85.41746673,573,651,857,1056,1267,46784,47457,411,115.467,-52,-94,-0.11,1.883,1.26,0.3377,0.0501,1.861,1.031,3.518,0.019,0.0343,0.335,4.583,1.026,0.0534,3.531,C-,6.429,B,6.032,B-,184617,1036,684,51.462,880.8,-155.2,Landlord Friendly,8.644111397,493,8.609590041,1.624720536,10.77316874
"38.9500945902, -84.9650431209",Ohio County,IN,38.95009459,-84.96504312,731,839,1093,1464,1645,47011,5940,86,69.07,122,184,2.054,1.498,1.474,0.341,0.0463,1.693,1.429,4.239,0.0206,0.0469,0.4699,4.414,0.8241,0.03,3.359,C-,7.382,C+,5.785,B-,216178,1213,759,59.816,1154.4,-58.6,Landlord Friendly,8.808284693,301,8.627051576,1.590255093,8.733271845
"39.3128100483, -86.8376542268",Owen County,IN,39.31281005,-86.83765423,644,671,876,1205,1492,47433,21321,385,55.379,50,156,0.235,1.28,0.6512,0.3392,0.0484,1.668,1.449,3.27,0.024,0.0627,1.298,3.058,0.9838,0.0216,2.319,B,6.41,B,5.423,B,168550,946,647,46.213,977.6,31.6,Landlord Friendly,8.815905823,293,8.64308548,1.351961682,9.979846561
"39.7736200492, -87.2063672164",Parke County,IN,39.77362005,-87.20636722,641,660,869,1079,1167,47834,16156,445,36.306,-117,215,-0.724,2.336,0.6091,0.3475,0.0481,5.712,1.591,4.923,0.0388,0.0695,1.843,6.258,1.008,0.0826,3.341,C-,12.26,D-,9.262,D+,132565,744,498,49.398,883.2,139.2,Landlord Friendly,8.86313501,228,8.661882107,1.586578618,9.706377178
"41.5088382943, -87.0733191356",Porter County,IN,41.50883829,-87.07331914,677,815,1000,1227,1361,46348,173215,418,414.39,274,1583,0.158,1.071,0.0584,0.3336,0.0452,1.466,0.8143,2.722,0.0085,0.0125,0.1628,6.931,1.095,0.0065,1.508,A,5.011,A,8.207,C-,310396,1742,1105,57.647,1016,-726,Landlord Friendly,8.187888564,993,8.49968074,1.116452207,12.06382336
"38.0218915518, -87.8684711826",Posey County,IN,38.02189155,-87.86847118,691,778,973,1260,1462,47612,25222,410,61.517,-66,-150,-0.262,1.594,0.0874,0.3381,0.047,1.906,1.473,3.57,0.0232,0.0369,0.8852,3.192,0.7393,0.0167,2.067,B+,6.973,B-,4.87,B+,207064,1162,781,48.784,1032.8,-129.2,Landlord Friendly,8.641036959,498,8.614319902,1.284538452,10.14596303
"39.1034546659, -85.262386374",Ripley County,IN,39.10345467,-85.26238637,583,642,845,1139,1247,47006,28995,446,65.011,70,103,0.241,2.165,2.325,0.3323,0.0452,7.252,1.501,2.692,0.0354,0.0948,0.608,3.964,0.9726,0.0265,4.867,D-,11.48,D,5.666,B-,208591,1171,808,44.926,891.2,-279.8,Landlord Friendly,8.536391227,609,8.586607308,1.85832718,10.28401085
"38.0140589617, -87.0077059131",Spencer County,IN,38.01405896,-87.00770591,552,628,826,1098,1358,47532,19810,397,49.899,92,153,0.464,0.7319,1.043,0.3267,0.0458,1.677,0.8987,2.402,0.0345,0.21,0.3382,2.889,0.8487,0.0141,2.148,B+,5.012,A,4.3,A-,184745,1037,688,50.727,892.4,-144.6,Landlord Friendly,8.680611273,458,8.611521071,1.306709882,9.907280351
